Date,Preference,US Weather Impact Rating,Net Trust,NPS,EventsCamp/Vend_Campaign_Flag,Installs_Critical_Event_Flag,SEM_Google_Spend,Preload_IronSource_Aura_Spend,Programmatic_Bidease_Spend,Preload_Digital_Turbine_Spend,Programmatic_Tapjoy_Spend,SEM_Apple_Search_Ads_Spend,Programmatic_LiftOff_Spend,Programmatic_IronSource_Sonic_Spend,Programmatic_Persona.ly_Spend,Twitter_TikTok_Combined_Spend,Brand_Spend,Influencer_Spend,SEM_Google_Impressions,Preload_IronSource_Aura_impressions,Programmatic_Bidease_Clicks,Preload_Digital_Turbine_launches,Programmatic_Tapjoy_Clicks,SEM_Apple_Search_Ads_Impressions,Programmatic_LiftOff_Impressions,Programmatic_IronSource_Sonic_Impressions,Programmatic_Persona.ly_Clicks,Twitter_TikTok_Combined_Impressions,Brand_Impressions,Influencer_Daily_Impressions,OrganicSearch_Google_Clicks,SocialEng_Facebook_Estimated_Clicks,SocialEng_YouTube_Impressions,SocialEng_Instagram_Impressions,SocialEng_Twitter_Total_Engagements,SocialEng_LinkedIn_Total_Engagements,SocialEng_TikTok_Total_Engagements,OrganicSearch_Google_Clicks_Paid_Spend,SocialEng_Facebook_Estimated_Clicks_Paid_Spend,SocialEng_YouTube_Impressions_Paid_Spend,SocialEng_Instagram_Impressions_Paid_Spend,SocialEng_Twitter_Total_Engagements_Paid_Spend,SocialEng_LinkedIn_Total_Engagements_Paid_Spend,SocialEng_TikTok_Total_Engagements_Paid_Spend,Preference_Paid_Spend,Net_Trust_Paid_Spend,NPS_Paid_Spend,Total_App_Installs
01-09-2021,1.0,0.3333333333333333,0.44444444444444553,0.76,0,1,0.19101792651932104,0.18938980129395627,0.025105791228673537,0.4248439687152077,0.0,0.13451003123051106,0.0,0.0,0.0,0.0,0.0,0.0,0.07407201871548309,0.19379850729609263,5.423058192668242e-07,0.4696969696969697,0.0,0.2216645254012151,0.0,0.0,0.0,0.0,0.0,0.0,0.2579668858788849,0.067090262286766,0.0,0.024335006668052262,0.13218254396375012,0.02633653537329557,0.0,0.08352996881795909,0.01890615333478118,0.0,0.009732928260610889,0.06031205293075634,0.01863209125699352,0.0,0.05848294178513867,0.050471742512751175,0.10372693406904938,75741
02-09-2021,1.0,0.24999999999999994,0.44444444444444553,0.76,0,0,0.09822191577612568,0.2789531820885377,0.02063489690027962,0.35440236899608707,0.0,0.10715281489057264,0.0,0.0,0.0,0.0,0.0,0.0,0.04378097469127639,0.291300497816009,0.0,0.6818181818181819,0.0,0.1730151558042811,0.0,0.0,0.0,0.0,0.0,0.0,0.11978667633495177,0.2847856766582338,0.0,0.03751466788192824,0.11733736109612687,0.022263423749598527,0.0,0.027598178401083265,0.05947040963882811,0.0,0.011118655133886369,0.0396739483416473,0.011671697261916834,0.0,0.03897578029579047,0.03255234128377448,0.07686535594057571,60497
03-09-2021,1.0,0.16666666666666669,0.44444444444444553,0.76,0,0,0.08787977418696784,0.2775299515676778,0.0326719200921094,0.4082406693060708,0.0,0.057555351190277035,0.0,0.0,0.0,0.0,0.0,0.0,0.03654738065101165,0.2904968486535156,5.423058192668242e-07,0.4696969696969697,0.0,0.1222807743396555,0.0,0.0,0.0,0.0,0.0,0.0,0.07070190355371861,0.03958039320252597,0.0,0.018751834807148197,0.036918761462940985,0.01922683873981722,0.0,0.008308037548109416,0.00639785641053514,0.0,0.004301961502234523,0.009662462622779812,0.007802280198845555,0.0,0.02636341045237918,0.02096653902362801,0.059497982521383413,48208
04-09-2021,1.0,0.16666666666666669,0.44444444444444553,0.76,0,0,0.08897396179036421,0.2813171406722261,0.028888855660391465,0.4410638307701547,0.0,0.08703278193893216,0.0,0.0,0.0,0.0,0.0,0.0,0.036628851567075356,0.2598614449314294,0.0,0.36363636363636365,0.0,0.11017355137948305,0.0,0.0,0.0,0.0,0.0,0.0,0.04216401027353148,0.06095744750037395,0.0,0.007978467648031748,0.012169597583342323,0.00045256795818856025,0.0,0.008797593524530835,0.011665311657511945,0.0,0.002166992597839327,0.003770787942630714,0.00021742658767457163,0.0,0.034309392952933955,0.028265768522682415,0.07043968871798642,48201
05-09-2021,1.0,0.08333333333333331,0.44444444444444553,0.76,0,0,0.09446629302253814,0.20524562106259786,0.02648145102202551,0.43794551493788775,0.0,0.10826476697384757,0.0,0.0,0.0,0.0,0.0,0.0,0.03813940893834344,0.22154672698996183,0.0,0.5757575757575758,0.0,0.11477092088931472,0.0,0.0,0.0,0.0,0.0,0.0,0.06471231286198731,0.000347938060521712,0.0,0.0,0.019333261408997732,0.0001167917311454349,0.0,0.015918648049681516,7.188130954117776e-05,0.0,0.0,0.006467039071132227,6.057388274840299e-05,0.0,0.03837891438978869,0.032004056508699315,0.07604346495581898,49522
06-09-2021,1.0,0.08333333333333331,0.44444444444444553,0.76,0,0,0.07908840123418379,0.1813845089399512,0.05812162626912093,0.37604579073559913,0.0,0.09883382179046289,0.0,0.0,0.0,0.0,0.0,0.0,0.03337040850383189,0.2056523324428702,5.423058192668242e-07,0.42424242424242425,0.0,0.1238431722666202,0.0,0.0,0.0,0.0,0.0,0.0,0.03295669344649532,0.06071681743982622,0.0,0.024244975977245432,0.023022979825223864,0.0014160997401383981,0.0,0.006287310273865213,0.011319684061376786,0.0,0.006415277264475137,0.006949813632397463,0.0006627937796811415,0.0,0.03299049161821857,0.027054217461750095,0.06862354692485312,44570
07-09-2021,1.0,0.16666666666666669,0.44444444444444553,0.76,1,0,0.09805901227092714,0.18832768896495636,0.07394171389266864,0.3518476598772076,0.0,0.11198795269697362,0.0,0.0,0.0,0.0,0.07101165503640927,0.0,0.035230464297634115,0.1956216003036008,5.423058192668242e-07,0.7272727272727273,0.0,0.15206976896108704,0.0,0.0,0.0,0.0,0.5171595045345374,0.0,0.08422270180373945,0.055897712713721764,0.0,0.03445503442880779,0.09938504693062898,0.045008613390171974,0.0,0.07981646397099855,0.027545944129428623,0.0,0.02409820418314255,0.07929959905528028,0.05568247529477504,0.0,0.11488211545447044,0.10228037815230069,0.1813892229021712,47881
08-09-2021,1.0,0.16666666666666669,0.44444444444444553,0.76,1,0,0.11017602262558165,0.25426969156257967,0.08769831182618838,0.41546130285545335,0.0,0.12442318804408863,0.0,0.0,0.0,0.0,0.09916106545714842,0.0,0.03867664468919829,0.23063986843965562,5.423058192668242e-07,0.5757575757575758,0.0,0.17685854582670993,0.0,0.0,0.0,0.0,0.6966341563881635,0.0,0.11370681243465741,0.09418390640140996,0.0,0.03445736098542222,0.11146833531125255,0.027051884726561358,0.0,0.12776169097679702,0.05974124446730335,0.0,0.03102043938599487,0.11448152353369072,0.0430778845859559,0.0,0.1527093228579945,0.1370286887768678,0.23347770782123925,53958
09-09-2021,1.0,0.16666666666666669,0.44444444444444553,0.76,1,0,0.11620278211700107,0.37109597853926174,0.08460307729114644,0.40050262631488986,0.0,0.10054349709985173,0.0,0.0,0.046874496569959616,0.0,0.09839487538987356,0.0,0.04417022462358075,0.24043992350450563,5.423058192668242e-07,0.42424242424242425,0.0,0.15924754480325762,0.0,0.0,0.021631943454840822,0.0,0.6003362844618585,0.0,0.0840203210129975,0.038718677445159104,0.0,0.028015760235509574,0.06609127198187506,0.05061461648515285,0.0,0.10708376379403016,0.024142923665518977,0.0,0.024793630556054297,0.06672671990425914,0.07923272124247238,0.0,0.14983391449522868,0.13438732057075076,0.22951823855504816,50252
10-09-2021,1.0,0.08333333333333331,0.44444444444444553,0.76,1,0,0.15699082043110787,0.3781028853040069,0.12312155150500173,0.30722571524925735,0.0,0.11441953780290445,0.0,0.0,0.07819258652883018,0.0,0.10335382535148145,0.0,0.06727018117242552,0.25508419713216307,0.0,0.3787878787878788,0.0,0.23615345251834594,0.0,0.0,0.03491321572092228,0.0,0.6040004186674023,0.0,0.040795233574587864,0.06253129816665907,0.0,0.03064730727157515,0.03881756392275326,0.08480539577797892,0.0,0.08984187687079931,0.04241139965711081,0.0,0.029501618975586993,0.042628471097175706,0.14440024171357405,0.0,0.16445441541817796,0.14781780467014222,0.24965083078450562,43576
11-09-2021,1.0,0.0,0.44444444444444553,0.76,1,0,0.18669248839554625,0.38728560503987475,0.12243372160832573,0.3177124958999921,0.0,0.07989567122389181,0.0,0.0,0.225616983776087,0.0,0.1057732308917196,0.0,0.07617294504373454,0.27285377305840597,0.0,0.5151515151515151,0.0,0.17535875269472814,0.0,0.0,0.06956992618348676,0.0,0.6874020237842012,0.0,0.005236580025181098,0.01332895429979904,0.0,0.015360067771889162,0.03836444060847988,0.0,0.0,0.06627627779973227,0.009043784967896344,0.0,0.014791616801444687,0.04214725921725745,0.0,0.0,0.16452497443524913,0.1478826206269851,0.24974799133504294,41441
12-09-2021,1.0,0.16666666666666669,0.44444444444444553,0.76,1,1,0.3466907152497243,0.3035031499217071,0.11555542264156586,0.38317864946896235,0.0,0.13941871642328207,0.0,0.0,0.21537992216798654,0.0,0.10618788414594414,0.0,0.10488691679418635,0.23393631824506836,5.423058192668242e-07,0.33333333333333337,0.0,0.20042516821636217,0.0,0.0,0.06119075441046541,0.0,0.7299509853281703,0.0,0.07489758944845637,0.036065243263984186,0.0,0.01804442059293071,0.03450210378681627,0.005343221699903647,0.0,0.14063550160436827,0.02952989357566054,0.0,0.02096931887314417,0.04574092179792086,0.01098336672657351,0.0,0.20202393076920735,0.18232939775460533,0.3013844708838929,50751
13-09-2021,1.0,0.49999999999999994,0.44444444444444553,0.76,1,1,0.4683468600546919,0.2862787225519828,0.10283056955306011,0.4410361124072012,0.0,0.17104710679954627,0.0,0.0,0.16527454826399696,0.0,0.10206694640880937,0.0,0.11931514052355494,0.2120443197630723,0.0,0.5606060606060607,0.0,0.1902532500054439,0.0,0.0,0.05734317553509847,0.0,0.6728271151889476,0.0,0.2013927394652817,0.0732588464064827,0.0,0.02785050421416955,0.1547739777753803,0.05414756635230226,0.0,0.2676447104920546,0.06578218721506052,0.0,0.035493568282739175,0.22502589488512278,0.12206367758727996,0.0,0.22318154472851023,0.20176491500254368,0.3305187404028196,66504
14-09-2021,1.0,0.6666666666666667,0.44444444444444553,0.76,1,1,0.40529165751206503,0.3395421385480014,0.0973279303796522,0.40767706259268327,0.0,0.16834393892673263,0.0,0.0,0.3655710928228381,0.0,0.09939907973324541,0.0,0.1144910389863916,0.2178484526033024,5.423058192668242e-07,0.3787878787878788,0.0,0.19389521590488426,0.0,0.0,0.12691310171858522,0.0,0.6283911712021971,0.0,0.1594775309616922,0.3179048275592958,0.0,0.02502289190705167,0.07616787139928795,0.020803527110280592,0.0,0.21965576094225336,0.27293107292697216,0.0,0.03049030200064141,0.10588001588215867,0.044838606511525415,0.0,0.21264667087509107,0.19208751362463666,0.3160121020463496,67077
