Date,SEM_Google_Spend,SEM_Google_Clicks,SEM_Google_Impressions,Preload_IronSource_Aura_Spend,Preload_IronSource_Aura_launches,Preload_IronSource_Aura_impressions,Preload_IronSource_Aura_app_downloads,Programmatic_Bidease_Spend,Programmatic_Bidease_Clicks,Programmatic_Bidease_Impressions,Preload_Digital_Turbine_Spend,Preload_Digital_Turbine_launches,Preload_Digital_Turbine_impressions,Preload_Digital_Turbine_app_downloads,Programmatic_Tapjoy_Spend,Programmatic_Tapjoy_Clicks,Programmatic_Tapjoy_Impressions,SEM_Apple_Search_Ads_Spend,SEM_Apple_Search_Ads_Clicks,SEM_Apple_Search_Ads_Impressions,Programmatic_LiftOff_Spend,Programmatic_LiftOff_Clicks,Programmatic_LiftOff_Impressions,Programmatic_IronSource_Sonic_Spend,Programmatic_IronSource_Sonic_Clicks,Programmatic_IronSource_Sonic_Impressions,PaidSocial_Twitter_Spend,PaidSocial_Twitter_Clicks,PaidSocial_Twitter_Impressions,Programmatic_TikTok_Spend,Programmatic_TikTok_Clicks,Programmatic_TikTok_Impressions,PaidSocial_Vibe_Spend,PaidSocial_Vibe_Clicks,PaidSocial_Vibe_Impressions,Programmatic_Persona.ly_Spend,Programmatic_Persona.ly_Clicks,Programmatic_Persona.ly_Impressions,SocialEng_Facebook_Impressions,SocialEng_Facebook_Total_Engagements,SocialEng_Facebook_Estimated_Clicks,SocialEng_LinkedIn_Impressions,SocialEng_LinkedIn_Total_Engagements,SocialEng_LinkedIn_Estimated_Clicks,SocialEng_YouTube_Impressions,SocialEng_YouTube_Total_Engagements,SocialEng_YouTube_Estimated_Clicks,SocialEng_Instagram_Impressions,SocialEng_Instagram_Total_Engagements,SocialEng_Instagram_Estimated_Clicks,SocialEng_Twitter_Impressions,SocialEng_Twitter_Total_Engagements,SocialEng_Twitter_Estimated_Clicks,SocialEng_TikTok_Impressions,SocialEng_TikTok_Total_Engagements,OrganicSearch_Google_Clicks,OrganicSearch_Google_Impressions,OrganicSearch_Google_Position,Overall_Product_Visits,US Weather Impact Rating,EventsCamp/Vend_Campaign_Flag,EventsCamp/Vend_Campaign/Vendor(s),Critical_Event_Flag,Overall_Visits_Critical_Event_Flag,Installs_Critical_Event_Flag,Visits_Critical_Event_Flag,Event_Name,MobileWeb_TWC Mobile Web_Visits,Apps_TWC Universal Android 4G+_Visits,Apps_TWC Universal iOS 4G+_Visits,Web_TWC Web_Visits,Overall_Web_Visits,Twitter_TikTok_Combined_Spend,Twitter_TikTok_Combined_Clicks,Twitter_TikTok_Combined_Impressions,Influencer_Spend,Influencer_Daily_Impressions,Total_App_Installs,Usage,Preference,Seen as experts,Net Favorability,Net Trust,Realibality,Accuracy,NPS,Positive impact on community,Positive impact on well being,Brand_Spend,Brand_Impressions
01-09-2021,3804.96239,9901,188201,624.1,1327,26044,2657,83.95,1,556341,919.63,31,0,7121,0,0,0,4716.75,7349,85071,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4805113,31079,20632,107826,1804,1258,0,0,0,345169,9429,0,63111321,6126,745,0,0,2113632,21178677,3.93,71661898,2,0,0,1,1,1,1,Ida,17068177,12075838,36418204,6099679,23167856,0,0,0,0,0,75741,0.64,0.31,0.83,0.74,0.67,0.85,0.83,19,0.58,0.61,0,0
02-09-2021,1956.52158,5170,111238,919.24,1286,39147,3625,69,0,559972,767.15,45,0,6984,0,0,0,3809.15,5392,67198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4013773,29663,87579,88570,1525,1681,0,21,0,532110,18561,0,41235963,5438,657,0,0,1360533,13632595,3.93,48666814,1.75,0,0,0,0,0,0,0,11030589,8812651,24988751,3834823,14865412,0,0,0,0,0,60497,0.64,0.31,0.83,0.74,0.67,0.85,0.83,19,0.58,0.61,0,0
03-09-2021,1750.51233,4550,92859,914.55,1245,39039,3572,109.25,1,534029,883.69,31,0,10257,0,0,0,2163.71,3059,48559,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2120546,6469,12172,64859,1317,258,0,192,0,265977,9422,0,22267851,1711,468,0,0,1093015,10952054,3.93,41192945,1.5,0,0,0,0,0,0,0,8968302,7784024,21151302,3289317,12257619,0,0,0,0,0,48208,0.64,0.31,0.83,0.74,0.67,0.85,0.83,19,0.58,0.61,0,0
04-09-2021,1772.30789,4723,93066,927.03,1315,34922,3581,96.6,0,371965,954.74,24,0,7882,0,0,0,3141.65,3173,44111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1239395,4812,18746,229,31,33,0,0,0,113167,1773,0,15871599,564,53,0,0,937480,9393587,3.93,41297717,1.5,0,0,0,0,0,0,0,8946373,8019276,21950027,2382041,11328414,0,0,0,0,0,48201,0.64,0.31,0.83,0.74,0.67,0.85,0.83,19,0.58,0.61,0,0
05-09-2021,1881.71183,5030,96904,676.35,1365,29773,2464,88.55,0,408641,947.99,38,0,4738,0,0,0,3846.04,4271,45800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,184223,304,107,189,8,9,0,0,0,0,0,0,16173193,896,46,0,0,1060371,10624960,3.93,43292182,1.25,0,0,0,0,0,0,0,9113516,8075385,23515450,2587831,11701347,0,0,0,0,0,49522,0.64,0.31,0.83,0.74,0.67,0.85,0.83,19,0.58,0.61,0,0
06-09-2021,1575.39346,4448,84787,597.72,1218,27637,2254,194.35,1,609362,814,28,0,3978,0,0,0,3533.16,4555,49133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,591541,1810,18672,7182,97,353,0,0,0,343892,9364,0,16819947,1067,148,0,0,887299,8890772,3.93,38980455,1.25,0,0,0,0,0,0,0,8347654,7423200,20670639,2538962,10886616,0,0,0,0,0,44570,0.64,0.31,0.83,0.74,0.67,0.85,0.83,19,0.58,0.61,0,0
07-09-2021,1953.27664,5203,89513,620.6,1188,26289,2349,247.25,1,531225,761.62,48,0,5194,0,0,0,3969.56,5465,59503,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2843076,10243,17190,59593,3083,326,0,140,0,488712,20156,0,60658580,4606,708,0,0,1166705,11690431,3.93,46581976,1.5,1,TWCBrandAccuracy_Facebook,0,0,0,0,0,10336060,8855571,23384272,4006073,14342133,0,0,0,0,0,47881,0.64,0.31,0.83,0.74,0.67,0.85,0.83,19,0.58,0.61,10196.125,2603910
08-09-2021,2194.64021,5963,98269,837.9,1347,30995,2993,293.25,1,423926,899.32,38,0,5683,0,0,0,4382.11,5955,68610,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2412898,9623,28964,113147,1853,2123,0,14,16,488745,14653,0,49934875,5166,1868,0,0,1327397,13300571,3.93,52734546,1.5,1,TWCBrandAccuracy_Facebook,0,0,0,0,0,10921796,9800147,27771170,4241433,15163229,0,0,0,0,0,53958,0.64,0.31,0.83,0.74,0.67,0.85,0.83,19,0.58,0.61,14237.925,3507569
09-09-2021,2314.68964,5657,112227,1222.88,1419,32312,4217,282.9,1,431731,866.94,28,0,5138,0,0,0,3589.88,4991,62140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52.52,759,8335,2044945,7739,11907,183006,3467,7084,0,0,0,397377,12815,0,42299904,3063,789,0,0,1165602,11679379,3.93,44147353,1.5,1,TWCBrandAccuracy_Facebook,0,0,0,0,0,9334780,8175495,22874027,3763051,13097831,0,0,0,0,0,50252,0.64,0.31,0.83,0.74,0.67,0.85,0.83,19,0.58,0.61,14127.9125,3022707
10-09-2021,3127.16287,6211,170919,1245.97,1267,34280,4380,411.7,0,510906,665.03,25,0,4999,0,0,0,4050.23,4627,90394,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87.61,1225,13893,1507319,5262,19230,454600,5809,1871,0,8,4,434703,16214,0,56995436,1799,351,0,0,930020,9318838,3.93,34060978,1.25,1,TWCBrandAccuracy_Facebook,0,0,0,0,0,7522577,6593120,17067360,2877921,10400498,0,0,0,0,0,43576,0.64,0.31,0.83,0.74,0.67,0.85,0.83,19,0.58,0.61,14839.9375,3041156
11-09-2021,3718.80226,6898,193539,1276.23,1318,36668,4712,409.4,0,472575,687.73,34,0,4797,0,0,0,2904.87,3720,68059,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,252.79,2441,25416,829921,4229,4099,0,0,0,0,0,0,217868,5152,0,24179834,1778,65,0,0,736221,7376964,3.93,30919659,1,1,TWCBrandAccuracy_Facebook,0,0,0,0,0,6987238,6010147,15892497,2029777,9017015,0,0,0,0,0,41441,0.64,0.31,0.83,0.74,0.67,0.85,0.83,19,0.58,0.61,15187.325,3461085
12-09-2021,6905.87086,11535,266495,1000.14,1353,31438,3641,386.4,1,352768,829.44,22,0,3490,0,0,0,4879.6,5924,77268,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,241.32,2147,21303,894616,3556,11091,8434,366,145,0,0,0,255943,7822,0,26497614,1599,62,0,0,1115882,11181182,3.93,41509015,1.5,1,TWCBrandAccuracy_Facebook,1,1,1,1,Nicholas,9057042,7771793,22105325,2574855,11631897,0,0,0,0,0,50751,0.64,0.31,0.83,0.74,0.67,0.85,0.83,19,0.58,0.61,15246.8625,3675320
13-09-2021,9329.18821,15106,303154,943.38,1474,28496,3367,343.85,0,366952,954.68,37,0,3969,0,0,0,5928.9,7393,73531,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,185.18,2012,20204,3157572,12036,22529,161247,3709,1057,0,0,0,395033,10265,0,85300790,7173,721,0,0,1805296,18089138,3.93,52664020,2.5,1,TWCBrandAccuracy_Facebook,1,1,1,1,Nicholas,11646374,9646030,26816061,4555555,16201929,0,0,0,0,0,66504,0.64,0.31,0.83,0.74,0.67,0.85,0.83,19,0.58,0.61,14655.1625,3387700
14-09-2021,8073.16644,13125,290897,1118.9,1523,29276,4312,325.45,1,363786,882.47,25,0,4125,0,0,0,5839.22,7074,74869,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,409.6,4453,42927,3956980,18652,97764,72464,1425,658,0,30,0,354926,10776,0,51192566,3530,463,0,0,1576853,15800130,3.93,52996596,3,1,TWCBrandAccuracy_Facebook,1,1,1,1,Nicholas,11728372,10022760,26947467,4297997,16026369,0,0,0,0,0,67077,0.64,0.31,0.83,0.74,0.67,0.85,0.83,19,0.58,0.61,14272.1,3163964
15-09-2021,7147.33967,11293,246360,1086.52,1432,30404,3913,348.45,1,409936,810.6,33,0,5680,0,0,0,6842.01,6521,70772,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,414.55,4196,37954,2531802,7646,45349,110201,2177,1017,0,9,0,468410,14683,0,47798673,2673,1521,0,0,1343157,13458487,3.93,49205610,2.25,1,TWCBrandAccuracy_Facebook,1,0,0,0,Nicholas,10725418,9305380,24970074,4204738,14930156,0,0,0,0,0,55335,0.64,0.31,0.83,0.74,0.67,0.85,0.83,19,0.58,0.61,13644.55,2984536
16-09-2021,8144.7933,13281,290352,1216.16,1414,31577,4437,373.75,0,414798,757.82,38,0,4668,0,0,0,6966.02,6138,67444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,431.84,4554,72218,3784788,13753,103124,82372,1754,11195,0,0,0,515305,24316,0,43732580,2403,1360,0,0,1344038,13467315,3.93,45306207,1.75,1,TWCBrandAccuracy_Facebook,0,0,0,0,0,9767344,8501215,23052776,3984872,13752216,0,0,0,0,0,52271,0.64,0.31,0.83,0.74,0.67,0.85,0.83,19,0.58,0.61,13663.95,2903098
17-09-2021,10643.9313,15019,365662,995.14,1506,31064,3241,327.75,0,342709,800.77,34,0,7390,0,0,0,7307.85,6385,72465,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,427.77,4999,68553,2643896,11292,36226,89320,1446,723,0,67,0,459051,12196,0,48141264,1818,516,0,0,1309848,13124729,3.93,46483560,1.5,1,TWCBrandAccuracy_Facebook,0,0,0,0,0,9726613,8586670,24506105,3664172,13390785,0,0,0,0,0,51581,0.64,0.31,0.83,0.74,0.67,0.85,0.83,19,0.58,0.61,14919.45,2792497
18-09-2021,11642.6942,15161,390975,1143.27,1465,33276,3852,294.4,0,262963,855.32,42,0,7304,0,0,0,6854.35,6277,81749,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,405.99,5016,35532,1404222,4739,11685,327,7,13,0,0,0,154725,3500,0,19918579,601,17,0,0,1038226,10403066,3.93,42083061,1.5,1,TWCBrandAccuracy_Facebook,0,0,0,0,0,9323732,7702955,22526342,2530032,11853764,0,0,0,0,0,50173,0.64,0.31,0.83,0.74,0.67,0.85,0.83,19,0.58,0.61,16286.4125,3422488
19-09-2021,10620.0918,13131,347827,909.77,1379,30497,2996,346.15,1,286793,934.82,24,0,5297,0,0,0,6780.16,6677,121829,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,500.59,6736,54057,1111611,4988,39798,697,30,19,0,0,0,433027,11206,0,12266807,560,75,0,0,970385,9723297,3.93,41321639,1.25,1,TWCBrandAccuracy_Facebook,0,0,0,0,0,8669812,7804599,22291144,2556084,11225896,0,0,0,0,0,47894,0.64,0.31,0.83,0.74,0.67,0.85,0.83,19,0.58,0.61,14520.85,3435897
20-09-2021,10804.2493,14131,313417,1070.22,1417,32537,4058,335.8,0,311939,987.94,46,0,5884,0,0,0,7742.95,7258,97522,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,224.97,5328,53228,1982228,6839,12929,77648,1126,668,0,0,0,551542,14223,0,41700325,1751,303,0,0,1343950,13466433,3.93,51288120,1.25,1,TWCBrandAccuracy_Facebook,0,0,0,0,0,10777666,7378425,28481915,4650114,15427780,0,0,0,0,0,55543,0.64,0.31,0.83,0.74,0.67,0.85,0.83,19,0.58,0.61,14247.1375,3348607
21-09-2021,11060.1312,14579,330748,987.47,1567,33684,3433,346.15,0,305470,995.9,26,0,5721,0,0,0,10190.09,7969,105853,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,123.79,3154,34246,2459628,9635,296,84827,1599,767,0,7,0,427705,14352,0,48567931,3068,1610,0,0,1400997,14038046,3.93,50888522,1.25,1,TWCBrandAccuracy_Facebook,0,0,0,0,0,11077896,6184273,28962098,4664255,15742151,0,0,0,0,0,59527,0.64,0.31,0.83,0.74,0.67,0.85,0.83,19,0.58,0.61,14679.125,3144866
22-09-2021,12211.1632,16068,347498,1019.96,1602,32733,3502,380.65,0,325048,1010.45,37,0,6705,0,0,0,12613.94,8604,109638,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,156.77,3843,40219,2029691,8178,19666,55043,1027,404,0,0,0,208034,4678,0,41588409,4419,498,0,0,1526084,15291423,3.93,53672546,1.25,1,TWCBrandAccuracy_Facebook,0,0,0,0,0,11802662,7721141,29190395,4958348,16761010,0,0,0,0,0,62340,0.64,0.31,0.83,0.74,0.67,0.85,0.83,19,0.58,0.61,14043.0875,2988925
23-09-2021,10098.46527,13308,306294,1022.18,1586,31337,3441,353.05,0,319551,888.13,28,0,6835,0,0,0,10431.19,7249,126319,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,245.09,5240,53269,2345163,7084,35642,92626,1995,748,0,0,0,402964,12992,0,22444137,2070,1563,0,0,1562418,15655491,3.93,49502033,1.25,1,TWCBrandAccuracy_Facebook,0,0,0,0,0,10648079,7965456,26330802,4557696,15205775,0,0,0,0,0,56284,0.64,0.31,0.83,0.74,0.67,0.85,0.83,19,0.58,0.61,14201.9375,2810948
24-09-2021,7428.62472,9933,223966,1178.97,1362,29694,4498,269.1,0,264938,865.87,32,0,6994,0,0,0,8609.57,6436,109236,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,172.47,3776,40194,2108891,7751,35565,92678,2112,569,0,12,8,509888,13813,0,50476109,2781,390,0,0,1330434,13331002,3.93,43003353,1,1,TWCBrandAccuracy_Facebook,0,0,0,0,0,8981227,7684931,22696654,3640541,12621768,0,0,0,0,0,48696,0.64,0.31,0.83,0.74,0.67,0.85,0.83,19,0.58,0.61,14861.45,2926326
25-09-2021,6333.52314,8832,203591,1338.66,1400,32082,5293,239.2,1,262174,852.19,22,0,7130,0,0,0,7628.21,5902,128485,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,156.21,2997,31361,1200097,4899,30856,0,0,0,0,0,0,302708,7893,0,12299122,1099,29,0,0,842863,8445521,3.93,36114396,1.25,1,TWCBrandAccuracy_Facebook,0,0,0,0,0,7761538,6825789,19154461,2372608,10134146,0,0,0,0,0,50757,0.64,0.31,0.83,0.74,0.67,0.85,0.83,19,0.58,0.61,15807.1125,3230271
26-09-2021,6260.63439,8709,210430,1101.75,1408,30443,4160,333.5,0,281957,810.35,35,0,5355,0,0,0,6528.84,5049,124281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,149.72,2903,29873,689947,3209,16164,3018,78,44,0,0,0,278266,7976,0,8974780,806,79,0,0,801092,8026974,3.93,33603843,1,1,TWCBrandAccuracy_Facebook,0,0,0,0,0,7403158,6311894,17511121,2377670,9780828,0,0,0,0,0,45550,0.64,0.31,0.83,0.74,0.67,0.85,0.83,19,0.58,0.61,15609.6,3391112
27-09-2021,6845.31929,9298,219976,1095.47,1353,32562,4146,256.45,0,281989,848.66,27,0,6250,0,0,0,7370.09,5503,133174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,127.66,2920,38337,2391089,8816,38869,68011,1453,1000,0,61,0,437129,18701,0,28320627,1980,551,0,0,1008935,10109569,3.93,36073000,1,1,TWCBrandAccuracy_Facebook,0,0,0,0,0,7311510,6987739,18171756,3601995,10913505,0,0,0,0,0,47033,0.64,0.31,0.83,0.74,0.67,0.85,0.83,19,0.58,0.61,9559.8,2055806
28-09-2021,13604.7874,15714,375179,1309.03,1537,34058,4956,301.3,0,275170,988.47,45,0,5384,0,0,0,10187.84,7445,135511,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,139.5,2988,38531,1918269,7305,9763,73630,1866,590,0,33,0,438740,14086,0,37784213,2768,586,0,0,1331139,13338066,3.93,46138815,1.25,1,TWCBrandAccuracy_Facebook,0,0,0,0,0,9269733,8569174,24024082,4275826,13545559,0,0,0,0,0,55316,0.64,0.31,0.83,0.74,0.67,0.85,0.83,19,0.58,0.61,9425.3375,2088103
29-09-2021,13729.0329,15017,410667,1348.92,1555,33536,5102,338.1,0,266753,857.85,10,0,5805,0,0,0,9437.78,6970,139493,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,223.91,3981,50815,2097456,8678,15881,71140,946,561,0,0,0,545459,15454,0,42036987,2583,698,0,0,1124356,11266092,3.93,39959752,1.25,1,TWCBrandAccuracy_Facebook,0,0,0,0,0,8201440,7563333,20562128,3632851,11834291,0,0,0,0,0,55352,0.64,0.31,0.83,0.74,0.67,0.85,0.83,19,0.58,0.61,7828.575,1797454
30-09-2021,15350.4165,16273,491633,715.05,1519,21524,2484,308.2,0,283234,1058.77,29,0,6116,0,0,0,10674.7,8156,160197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,195.92,3104,35751,2225727,7249,44783,98675,2411,288,0,334,0,678185,25654,9,37967446,2034,615,0,0,1226316,12287735,3.93,45166456,1.25,1,TWCBrandAccuracy_Facebook,0,0,0,0,0,8930724,8722044,23672230,3841458,12772182,0,0,0,0,0,59010,0.64,0.31,0.83,0.74,0.67,0.85,0.83,19,0.58,0.61,8528.525,2004030
01-10-2021,6147.16188,7982,202151,947.67,1416,30718,2887,336.95,0,338685,999.26,29,0,9605,0,0,0,7851.61,6900,109774,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,181.06,3125,56048,1973026,6885,19786,86127,1394,891,0,0,0,711363,23850,0,41529289,2000,1216,0,0,1195567,11979629,3.93,43093875,1.25,1,TWCBrandAccuracy_Facebook,0,0,0,0,0,8900838,8067405,22554163,3571469,12472307,0,0,0,0,0,52227,0.65,0.26,0.81,0.73,0.68,0.84,0.84,21,0.58,0.61,9005.45,2366597
02-10-2021,1634.28691,4582,58000,1131.34,1620,35523,3485,476.1,0,376402,1133.31,43,0,8810,0,0,0,4652.78,6537,92004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,263.97,3834,56626,579869,2756,1762,0,0,0,0,0,0,60572,1295,0,4142220,525,718,0,0,1098433,11006343,3.93,48207885,1.25,1,TWCBrandAccuracy_Facebook,0,0,0,0,0,9966430,9091031,26355037,2795387,12761817,0,0,0,0,0,54220,0.65,0.26,0.81,0.73,0.68,0.84,0.84,21,0.58,0.61,8880.0875,2403933
03-10-2021,1278.11104,4099,53273,891.55,1561,32928,2687,487.6,0,449313,1197.21,25,0,6924,0,0,0,3816.77,5705,82887,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,542.37,4994,33643,148754,666,64,35901,1558,819,0,0,0,0,0,0,16591185,824,30,0,0,1185142,11875170,3.93,48481700,1.25,1,TWCBrandAccuracy_Facebook,0,0,0,0,0,9961320,9111414,26341222,3067744,13029064,0,0,0,0,0,53512,0.65,0.26,0.81,0.73,0.68,0.84,0.84,21,0.58,0.61,7520.6,2267808
04-10-2021,1261.31769,4171,56077,1250.87,1670,50064,4074,397.9,0,438653,1084.12,55,0,9494,0,0,0,3651.47,5392,81352,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,536.31,5057,31746,1766421,6644,20450,62867,866,14100,0,2,0,453447,13550,0,42661756,2932,779,0,0,1452271,14551814,3.93,50478167,1.25,1,TWCBrandAccuracy_Facebook,0,0,0,0,0,10176901,9170132,26439675,4691459,14868360,0,0,0,0,0,51150,0.65,0.26,0.81,0.73,0.68,0.84,0.84,21,0.58,0.61,3691.3625,1053355
05-10-2021,1040.720429,3441,45740,1054.55,1637,35736,3313,454.25,1,377277,1054.54,20,0,6354,0,0,0,4403.04,5979,77716,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,348.62,2876,18192,1927865,7894,14553,83166,2067,1196,0,0,0,532095,18910,0,45450789,2299,1401,0,0,1355273,13579890,3.93,46731038,1.5,1,TWCBrandAccuracy_Facebook,0,0,0,0,0,10246546,8496050,23730681,4257761,14504307,0,0,0,0,0,51978,0.65,0.26,0.81,0.73,0.68,0.84,0.84,21,0.58,0.61,5936.575,1491723
06-10-2021,1062.091221,3535,47812,995.98,1510,32152,3084,435.85,0,350865,989.58,27,0,6797,0,0,0,4624.68,5647,75851,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,318.94,3127,20482,1801318,6538,12833,65101,1034,477,0,36,5,594390,23750,0,44874689,2420,2596,0,0,1267241,12697806,3.93,44770449,1.5,1,TWCBrandAccuracy_Facebook,0,0,0,0,0,9190211,8355221,23159541,4065476,13255687,0,0,0,0,0,47737,0.65,0.26,0.81,0.73,0.68,0.84,0.84,21,0.58,0.61,5772.8375,1395927
07-10-2021,1123.162471,3670,47555,1061.23,1520,39048,3340,382.95,0,338232,1061.79,27,0,6873,0,0,0,3472.95,4833,66963,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,304.66,2856,17518,2235825,9414,32667,81680,1519,1451,0,0,0,303101,9714,0,38576164,2257,354,0,0,1343198,13458898,3.93,45900650,1.25,1,TWCBrandAccuracy_Facebook,0,0,0,0,0,9980737,8326332,23487578,4106003,14086740,0,0,0,0,0,49121,0.65,0.26,0.81,0.73,0.68,0.84,0.84,21,0.58,0.61,5884.725,1499309
08-10-2021,1075.530617,3548,47168,1074.94,1483,39758,3338,370.3,1,326261,1036.15,22,0,6930,0,0,0,2815.4,4730,59635,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,313.42,2740,16494,3795849,23848,28471,86816,1275,751,0,5,4,462589,11447,0,66196862,3005,739,0,0,1389912,13926974,3.93,46947628,1.5,1,TWCBrandAccuracy_Facebook,0,0,0,0,0,10777081,8207352,24068356,3894839,14671920,0,0,0,0,0,50354,0.65,0.26,0.81,0.73,0.68,0.84,0.84,21,0.58,0.61,5541.5625,1494275
09-10-2021,942.825469,3198,47055,1032.37,1502,34683,3059,396.75,0,299300,1005.36,41,0,7512,0,0,0,3165.2,4838,68110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,220.88,2100,12708,393070,1371,2138,0,0,0,0,0,0,104433,2445,0,20109547,977,551,0,0,1041624,10437114,3.93,42217756,1.5,1,TWCBrandAccuracy_Facebook,0,0,0,0,0,9440193,7651488,22469089,2656986,12097179,0,0,0,0,0,47877,0.65,0.26,0.81,0.73,0.68,0.84,0.84,21,0.58,0.61,6527.8875,1558857
10-10-2021,1602.47558,5397,75076,923.19,1460,32831,2792,483,1,348187,1212.93,41,0,5544,0,0,0,3827.65,5486,74833,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,309.45,2668,16288,652857,2195,7919,7683,152,153,0,53,6,131983,2395,0,22590851,1338,129,0,0,1216120,12185571,3.93,50510045,1.5,1,TWCBrandAccuracy_Facebook,0,0,0,0,0,11446395,8867375,27186550,3009725,14456120,0,0,0,0,0,53919,0.65,0.26,0.81,0.73,0.68,0.84,0.84,21,0.58,0.61,6318.65,1558881
11-10-2021,1170.63111,4051,62600,887.42,1598,32190,2758,388.7,2,363870,1129.97,38,0,5433,0,0,0,4360.84,6128,75252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,196.74,2034,12847,2529234,12537,12120,46991,824,751,0,0,0,468082,14555,0,43753899,2108,462,0,0,1414927,14177625,3.93,51748788,1.5,1,TWCBrandAccuracy_Facebook,0,0,0,0,0,12381965,9038667,26084427,4243729,16625694,0,0,0,0,0,64719,0.65,0.26,0.81,0.73,0.68,0.84,0.84,21,0.58,0.61,6096.325,1559631
12-10-2021,1024.408929,3543,58839,853.68,1497,31401,2590,317.4,1,342138,983.88,44,0,4918,0,0,0,3606.23,4906,69036,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,252.76,2327,14758,1999172,7414,20946,79316,1314,390,0,792,0,325398,9539,0,60818308,3924,641,0,0,1278899,12814619,3.93,45456275,1.5,1,TWCBrandAccuracy_Facebook,0,0,0,0,0,10022585,8219496,23214215,3999979,14022564,0,0,0,0,0,50682,0.65,0.26,0.81,0.73,0.68,0.84,0.84,21,0.58,0.61,6256.775,1545041
13-10-2021,1025.011238,3542,57130,846.5,1416,34139,2564,357.65,0,315602,990.64,38,0,4817,0,0,0,3940.12,5947,61698,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,276.56,2374,14971,1698036,6412,6460,208661,5728,955,0,0,0,608468,25882,2,30314680,3166,1012,0,0,1288171,12907525,3.93,48900968,1.5,1,TWCBrandAccuracy_Facebook,0,0,0,0,0,10200815,8900304,25661391,4138458,14339273,0,0,0,0,0,54429,0.65,0.26,0.81,0.73,0.68,0.84,0.84,21,0.58,0.61,6051.1875,1402388
14-10-2021,820.660007,2933,45901,747.85,1354,28991,2418,297.85,1,300896,921.33,28,0,5374,0,0,0,2738.64,3982,56386,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,192.47,1727,11590,2805069,9384,82071,1886453,4671,101644,0,159,0,592157,18791,0,46671246,2463,699,0,0,1198449,12008507,3.93,44543738,1.5,1,TWCBrandAccuracy_Facebook,0,0,0,0,0,9467502,7993093,23292298,3790845,13258347,0,0,0,0,0,49145,0.65,0.26,0.81,0.73,0.68,0.84,0.84,21,0.58,0.61,6193.9125,1417378
15-10-2021,762.372587,2665,39274,596.27,1376,24911,2058,315.1,0,279682,1118.2,23,0,7249,0,0,0,3208.58,4326,56239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,181.91,1813,11484,4692993,32592,18708,108196,2425,333,0,66,0,261542,9056,0,43333275,3193,916,0,0,1317988,13206293,3.93,50243989,1.5,1,TWCBrandAccuracy_Facebook,0,0,0,0,0,10531158,9014381,26792682,3905768,14436926,0,0,0,0,0,50137,0.65,0.26,0.81,0.73,0.68,0.84,0.84,21,0.58,0.61,6155.975,1321439
