Date,SEM_Google_Spend,SEM_Google_Clicks,SEM_Google_Impressions,Preload_IronSource_Aura_Spend,Preload_IronSource_Aura_launches,Preload_IronSource_Aura_impressions,Preload_IronSource_Aura_app_downloads,Programmatic_Bidease_Spend,Programmatic_Bidease_Clicks,Programmatic_Bidease_Impressions,Preload_Digital_Turbine_Spend,Preload_Digital_Turbine_launches,Preload_Digital_Turbine_impressions,Preload_Digital_Turbine_app_downloads,Programmatic_Tapjoy_Spend,Programmatic_Tapjoy_Clicks,Programmatic_Tapjoy_Impressions,SEM_Apple_Search_Ads_Spend,SEM_Apple_Search_Ads_Clicks,SEM_Apple_Search_Ads_Impressions,Programmatic_LiftOff_Spend,Programmatic_LiftOff_Clicks,Programmatic_LiftOff_Impressions,Programmatic_IronSource_Sonic_Spend,Programmatic_IronSource_Sonic_Clicks,Programmatic_IronSource_Sonic_Impressions,PaidSocial_Twitter_Spend,PaidSocial_Twitter_Clicks,PaidSocial_Twitter_Impressions,Programmatic_TikTok_Spend,Programmatic_TikTok_Clicks,Programmatic_TikTok_Impressions,PaidSocial_Vibe_Spend,PaidSocial_Vibe_Clicks,PaidSocial_Vibe_Impressions,Programmatic_Persona.ly_Spend,Programmatic_Persona.ly_Clicks,Programmatic_Persona.ly_Impressions,SocialEng_Facebook_Impressions,SocialEng_Facebook_Total_Engagements,SocialEng_Facebook_Estimated_Clicks,SocialEng_LinkedIn_Impressions,SocialEng_LinkedIn_Total_Engagements,SocialEng_LinkedIn_Estimated_Clicks,SocialEng_YouTube_Impressions,SocialEng_YouTube_Total_Engagements,SocialEng_YouTube_Estimated_Clicks,SocialEng_Instagram_Impressions,SocialEng_Instagram_Total_Engagements,SocialEng_Instagram_Estimated_Clicks,SocialEng_Twitter_Impressions,SocialEng_Twitter_Total_Engagements,SocialEng_Twitter_Estimated_Clicks,SocialEng_TikTok_Impressions,SocialEng_TikTok_Total_Engagements,OrganicSearch_Google_Clicks,OrganicSearch_Google_Impressions,OrganicSearch_Google_Position,Overall_Product_Visits,US Weather Impact Rating,EventsCamp/Vend_Campaign_Flag,EventsCamp/Vend_Campaign/Vendor(s),Critical_Event_Flag,Overall_Visits_Critical_Event_Flag,Installs_Critical_Event_Flag,Visits_Critical_Event_Flag,Event_Name,MobileWeb_TWC Mobile Web_Visits,Apps_TWC Universal Android 4G+_Visits,Apps_TWC Universal iOS 4G+_Visits,Web_TWC Web_Visits,Overall_Web_Visits,Twitter_TikTok_Combined_Spend,Twitter_TikTok_Combined_Clicks,Twitter_TikTok_Combined_Impressions,Influencer_Spend,Influencer_Daily_Impressions,Total_App_Installs,Usage,Preference,Seen as experts,Net Favorability,Net Trust,Realibality,Accuracy,NPS,Positive impact on community,Positive impact on well being,Brand_Spend,Brand_Impressions
19-10-2022,4754.02776,9390,195127,852.22,1664,38390,3734,140.3,883,207010,959,4,0,10092,14.2,146,0,3733.55,5286,81173,316.740071,34798,191131,167.86532,5096,17029,250.10352,391,66510,0,0,0,0,0,0,0,0,0,1364965,14669,19701,238784,4266,2730,0,289,0,653544,19787,0,341820,2275,408,9271,414,1260840,15266054,4.03,39712092,1,1,TWCPixelRetargeting_BasisDSP,0,0,0,0,0,6708517,7243519,22259108,3500948,10209465,250.10352,391,66510,0,0,45739,0.6,0.25,0.79,0.69,0.64,0.81,0.82,1,0.57,0.57,674.6046283,91525
20-10-2022,3972.26206,7828,171466,851.52,1523,34861,3804,226.55,1057,236338,977,2,0,14722,13.6,145,0,3335.46,4702,73153,315.431187,29004,189914,172.0663,5232,17767,159.844579,260,47254,0,0,0,0,0,0,80.36,1036,63387,996998,11637,15041,83152,1658,361,0,0,0,657477,22812,0,318102,1687,471,169547,12014,1144303,13872442,4.12,35141417,1,1,TWCPixelRetargeting_BasisDSP,0,0,0,0,0,6144398,6752904,18998736,3245379,9389777,159.844579,260,47254,0,0,41143,0.6,0.25,0.79,0.69,0.64,0.81,0.82,1,0.57,0.57,647.6062732,88295
21-10-2022,3752.81972,7220,156288,856.42,1429,35832,3813,96.6,856,191900,996,2,0,11683,15.4,138,0,3206.96,4394,59313,323.445774,13518,204803,141.97772,3776,11819,146.060906,216,41888,0,0,0,0,0,0,224.52,2526,148273,558175,8900,6422,140792,2610,1120,0,11,0,681120,19015,0,237309,1236,227,14390,873,1073391,13047699,4,33487573,1,1,TWCPixelRetargeting_BasisDSP,0,0,0,0,0,6157937,6321410,17995915,3012311,9170248,146.060906,216,41888,0,0,36862,0.6,0.25,0.79,0.69,0.64,0.81,0.82,1,0.57,0.57,498.8823166,68893
22-10-2022,4422.47124,8513,179384,857.46,1438,33981,3825,95.45,914,203858,1095,2,0,12241,20.8,214,0,3733.12,5476,71974,331.600908,9641,210076,241.81952,7375,27278,220.266752,276,40910,0,0,0,0,0,0,349.06,4081,189321,354607,3369,6421,1270,14,0,0,1,0,382065,6950,0,112447,566,0,0,0,1109258,13133612,3.94,34771485,1.25,1,TWCPixelRetargeting_BasisDSP,0,0,0,0,0,6672943,6669472,19035638,2393432,9066375,220.266752,276,40910,0,0,40361,0.6,0.25,0.79,0.69,0.64,0.81,0.82,1,0.57,0.57,579.3195982,78892
23-10-2022,5376.55663,10768,197586,861.11,1571,34054,3796,108.1,1079,246067,1261,2,0,8886,24.8,277,0,4226.72,6265,72496,337.666387,10758,291038,87.82166,2530,8052,156.19786,256,44114,0,0,0,0,0,0,330.85,4038,213036,430426,3231,5198,96275,1315,4,0,0,0,88787,1464,0,11160,126,72,0,0,1350279,14995974,3.78,42301106,1.5,1,TWCPixelRetargeting_BasisDSP,0,0,0,0,0,7669559,8042774,23705068,2883705,10553264,156.19786,256,44114,0,0,48344,0.6,0.25,0.79,0.69,0.64,0.81,0.82,1,0.57,0.57,727.0749231,98015
24-10-2022,6502.8028,12944,229114,865.56,1786,39325,3849,88.55,923,221301,1286,2,0,6500,15.2,153,0,4525.19,7039,68648,324.620213,9293,262555,63,1586,5004,194.765829,316,58113,0,0,0,0,0,0,283.27,3561,198387,1044535,11785,7284,47851,1010,239,0,0,0,579660,30019,0,239440,1310,239,138247,9012,1652019,17687991,3.76,51091477,1.5,1,TWCPixelRetargeting_BasisDSP,0,0,0,0,0,8730406,9432688,28646436,4281947,13012353,194.765829,316,58113,0,0,54318,0.6,0.25,0.79,0.69,0.64,0.81,0.82,1,0.57,0.57,637.6569055,87288
25-10-2022,5358.29431,10604,214039,862.84,1656,35428,3812,147.2,974,230449,1198,2,0,8044,23.6,243,0,4749.82,8153,98240,296.715092,7598,210389,78,1602,5463,177.457375,235,42926,0,0,0,0,0,0,241.96,2894,176627,1223666,12584,37309,180294,2460,353,0,10,21,480711,27586,0,328247,1845,896,132411,6056,1423103,15872399,3.87,46467632,1.5,1,TWCPixelRetargeting_BasisDSP,0,0,0,0,0,8055639,8849339,25575121,3987533,12043172,177.457375,235,42926,0,0,52698,0.6,0.25,0.79,0.69,0.64,0.81,0.82,1,0.57,0.57,560.9327827,76812
26-10-2022,3816.77487,7768,161788,1058.58,1609,40759,4515,120.75,892,206286,1080,2,0,10513,19.4,227,0,3664.61,6204,100246,320.90314,10477,230377,48,1720,5578,173.872896,235,41308,0,0,0,0,0,0,196.63,2312,144217,615596,11367,6062,167274,1920,473,0,25,31,527980,58253,0,312262,1716,870,4504227,78886,1187938,14024150,3.9,37977477,1.25,1,TWCPixelRetargeting_BasisDSP,0,0,0,0,0,6586731,7289968,20681830,3418948,10005679,173.872896,235,41308,0,0,41422,0.6,0.25,0.79,0.69,0.64,0.81,0.82,1,0.57,0.57,530.4791085,73175
27-10-2022,3332.21231,6991,136842,1072.09,1556,43777,4826,93.15,545,161943,1038,4,0,10580,18.4,199,0,3529.64,5664,87980,308.812311,7834,237209,45,1167,3907,162.863213,203,37699,0,0,0,0,0,0,201.34,2227,141611,1231095,22359,18260,76388,3349,2043,0,0,0,326464,34117,0,351721,1821,186,1314238,83713,1138788,13482615,3.87,28511140,1.5,1,TWCPixelRetargeting_BasisDSP,0,0,0,0,0,5134804,5458804,15461854,2455678,7590482,162.863213,203,37699,0,0,37063,0.6,0.25,0.79,0.69,0.64,0.81,0.82,1,0.57,0.57,501.3075853,69578
28-10-2022,3818.14535,7918,134850,1096.88,1761,37226,6195,62.1,630,155590,1130,4,0,9926,21.8,224,0,4018.95,6476,85067,317.494586,7891,213231,145.85766,4419,18109,211.661432,257,43603,0,0,0,0,0,0,238.91,2629,152872,792658,11104,6630,90694,5355,603,0,0,0,406471,10459,0,419781,1436,261,7508,181,1232326,14075320,3.77,38271606,1.5,1,TWCPixelRetargeting_BasisDSP,0,0,0,0,0,6680389,7149074,21302056,3140087,9820476,211.661432,257,43603,0,0,42212,0.6,0.25,0.79,0.69,0.64,0.81,0.82,1,0.57,0.57,515.1895544,71272
29-10-2022,3745.48692,7965,137997,1091.46,1792,38946,5836,72.45,597,157551,1194,4,0,11262,22.2,251,0,3746.01,6314,90672,326.752915,9877,258486,274.62975,8653,31875,284.942789,322,47971,0,0,0,0,0,0,391.68,4022,203660,788012,5078,14254,3736,18,0,0,0,0,556096,10843,0,326022,1336,0,24914,1735,986172,12060431,3.96,35605215,1.5,1,TWCPixelRetargeting_BasisDSP,0,0,0,0,0,6252440,6775908,20343276,2233591,8486031,284.942789,322,47971,0,0,42304,0.6,0.25,0.79,0.69,0.64,0.81,0.82,1,0.57,0.57,582.0817851,78714
30-10-2022,3709.29344,7925,141993,1073.8,1732,34821,5667,100.05,633,165095,1149,6,0,7891,32.2,296,0,3660.84,6150,86100,336.392862,13862,294940,234.39489,8055,28643,65.791566,97,11224,0,0,0,0,0,0,429.02,4474,257060,436159,2186,3870,150880,3009,2936,0,0,0,250218,4232,0,69759,350,103,0,0,1068701,12564314,3.99,37160216,1.25,1,TWCPixelRetargeting_BasisDSP,0,0,0,0,0,6554264,7052984,21069577,2483391,9037655,65.791566,97,11224,0,0,40284,0.6,0.25,0.79,0.69,0.64,0.81,0.82,1,0.57,0.57,666.6391493,87632
31-10-2022,3590.67565,7487,131371,1078.25,1731,36155,5560,102.35,612,160740,1086,6,0,9245,21.4,228,0,3871.98,6351,81198,272.291161,12045,219094,176.32555,5206,18796,0,0,0,0,0,0,0,0,0,385.19,4098,238173,921650,4990,5312,619546,6436,1275,0,0,0,401386,40590,0,414142,2399,241,106522,5430,1392651,14839311,3.84,40550719,1.25,1,TWCPixelRetargeting_BasisDSP,0,0,0,0,0,7137099,7631527,22131167,3650926,10788025,0,0,0,0,0,41534,0.6,0.25,0.79,0.69,0.64,0.81,0.82,1,0.57,0.57,628.4112688,80712
01-11-2022,3613.45504,7751,140986,1079.92,1808,37015,5462,83.95,655,157553,1077,6,0,10592,15.2,177,0,3676.72,6032,82840,616.654842,24214,528033,165.32763,4935,17149,0,0,0,0,0,0,0,0,0,3.27,47,2558,1340100,8033,18945,50406,1344,224,0,0,6,668916,70335,0,273949,1668,106,394551,21409,1413040,15389648,4.07,36138448,1.25,1,TWCPixelRetargeting_BasisDSP,0,0,0,0,0,6369131,6773704,19493116,3502497,9871628,0,0,0,0,0,39309,0.6,0.25,0.79,0.69,0.64,0.81,0.82,1,0.57,0.57,0,26
02-11-2022,3698.80749,7699,129393,1078.86,1868,39982,5492,89.7,633,166414,1066,6,0,11398,20.6,214,0,3583.55,5642,86125,605.572043,22849,521072,182.16998,6434,21742,0,0,0,0,0,0,0,0,0,0,2,0,1064238,11885,14183,131649,1983,1881,0,11,46,424318,22742,0,268009,1465,165,39583,3680,1443989,15275816,4.04,35010426,1.25,1,TWCPixelRetargeting_BasisDSP,0,0,0,0,0,6463774,6515006,18598677,3432969,9896743,0,0,0,0,0,39920,0.6,0.25,0.79,0.69,0.64,0.81,0.82,1,0.57,0.57,0,2
03-11-2022,3979.79218,8445,143232,1064.04,1830,38263,5575,83.95,581,164726,1639,32,0,39545,20.6,217,0,4035.05,6379,86468,596.960329,20195,503958,274.88769,8618,29084,0,0,0,0,0,0,0,0,0,0,0,0,830308,9431,5141,1032136,12335,5463,0,0,0,550173,19210,0,325160,1493,280,57861818,32487,1581430,16266446,3.81,39220409,1.25,1,TWCPixelRetargeting_BasisDSP,0,0,0,0,0,7198507,7340717,20998509,3682676,10881183,0,0,0,0,0,43979,0.6,0.25,0.79,0.69,0.64,0.81,0.82,1,0.57,0.57,0,0
04-11-2022,7820.37752,16978,268430,1073.17,2026,46753,5042,121.9,562,160638,1878,20,0,21143,17.6,212,0,5613.07,10603,100311,603.985443,21015,526803,368.28236,18444,50639,0,0,0,0,0,0,0,0,0,0,1,0,1482026,26625,14546,38589,1021,416,0,0,0,446136,15135,0,526287,2409,180,26662,977,2110657,19702594,3.72,53903589,1.5,1,TWCPixelRetargeting_BasisDSP,0,0,0,0,0,9384611,10002903,30148244,4367831,13752442,0,0,0,0,0,63336,0.6,0.25,0.79,0.69,0.64,0.81,0.82,1,0.57,0.57,0,2
05-11-2022,4729.06583,10615,186504,1076.22,2207,49107,5007,97.75,506,163235,1512,6,0,10608,27.4,259,0,3489.26,8515,203198,607.71123,21109,567282,475.64825,12626,46825,0,0,0,0,0,0,0,0,0,0,0,0,189880,1838,1278,0,0,0,0,0,0,64162,18324,0,184640,981,0,57701,3017,1491169,15844328,3.76,47786928,1.5,1,TWCPixelRetargeting_BasisDSP,0,0,0,0,0,8576922,9009034,27311147,2889825,11466747,0,0,0,0,0,60774,0.6,0.25,0.79,0.69,0.64,0.81,0.82,1,0.57,0.57,0,0
06-11-2022,4487.43649,10303,166886,1065.36,1966,42519,4853,87.4,563,175757,1324,8,0,10751,30,320,0,2424.48,4788,147311,585.897031,22682,638755,258.65198,8037,26461,0,0,0,0,0,0,0,0,0,0,0,0,1228242,5788,24952,24,32,0,0,0,0,569410,20450,0,2289,23,32,16903,964,1514782,16187100,3.8,43078799,1.5,1,TWCPixelRetargeting_BasisDSP,1,0,0,0,"Nicole, landfall 11/10",7694515,8070185,24288117,3025982,10720497,0,0,0,0,0,45645,0.6,0.25,0.79,0.69,0.64,0.81,0.82,1,0.57,0.57,0,3
07-11-2022,4969.66682,11654,175071,1071.87,2005,43408,4819,195.5,561,162951,1539,6,0,8876,19.4,188,0,2879.61,6508,69748,808.58759,24051,829428,162.17657,4824,16412,0,0,0,0,0,0,0,0,0,0,0,0,1139995,15642,15584,106394,2888,2834,0,0,0,501934,32404,0,500323,3233,344,201194,6846,2420535,23345663,3.5,49499575,1.75,1,TWCPixelRetargeting_BasisDSP,1,1,1,1,"Nicole, landfall 11/10",8693929,8674148,27176749,4954749,13648678,0,0,0,0,0,54681,0.6,0.25,0.79,0.69,0.64,0.81,0.82,1,0.57,0.57,0,2
08-11-2022,4989.85703,12170,188442,1070.24,2167,38704,4848,133.4,634,151164,1747,6,0,10252,16.8,184,0,1559.51,3726,40034,828.989141,24233,675491,235.09443,5942,19827,0,0,0,0,0,0,0,0,0,0,0,0,2389722,20732,52863,242072,3831,1536,0,91,9,551728,25676,0,638639,4021,275,35828,1761,2537230,23782143,3.47,51833964,2.5,0,0,1,1,1,1,"Nicole, landfall 11/10",9043306,9305444,28390140,5095074,14138380,0,0,0,0,0,65038,0.6,0.25,0.79,0.69,0.64,0.81,0.82,1,0.57,0.57,0,0
09-11-2022,6062.13984,14947,236796,1060.64,2198,37746,4760,97.75,578,148306,1516,6,0,12161,18.8,204,0,1290.62,2914,25081,811.14147,24435,551287,241.06081,6821,21622,0,0,0,0,0,0,0,0,0,0,0,0,2084252,25271,12350,192939,6126,1024,0,8,50,516114,51604,0,810469,8470,435,163071,13094,2636540,24337315,3.64,53795483,3.5,0,0,1,1,0,1,"Nicole, landfall 11/10",9443619,9912350,29296582,5142932,14586551,0,0,0,0,0,64207,0.6,0.25,0.79,0.69,0.64,0.81,0.82,1,0.57,0.57,0,0
10-11-2022,5062.95246,13448,215363,1047.43,2255,39605,4605,100.05,552,145338,1772,6,0,7379,16.2,173,0,1130.8,2395,22605,809.371547,26170,553304,267.16187,6780,20326,0,0,0,0,0,0,0,0,0,0,0,0,2557059,35817,35418,240718,2923,532,0,0,0,496781,63367,0,707947,4452,957,1654343,14885,2577570,22973525,3.55,61501975,3.5,0,0,1,1,1,1,"Nicole, landfall 11/10",10430657,11415294,34411265,5244759,15675416,0,0,0,0,0,72040,0.6,0.25,0.79,0.69,0.64,0.81,0.82,1,0.57,0.57,0,0
11-11-2022,2469.54947,7244,98083,1060.21,2231,40130,4668,88.55,544,145080,1237,6,0,310,21.4,248,0,1085.61,2425,26028,825.493609,25856,565886,180.34556,5889,17939,0,0,0,0,0,0,0,0,0,0,0,0,911013,15699,7842,143402,3180,1155,0,0,0,192313,31511,0,422799,2048,240,68199,7540,2162953,20796336,3.61,57777020,2.5,0,0,1,0,0,0,"Nicole, landfall 11/10",9981022,11004709,32222798,4568491,14549513,0,0,0,0,0,60277,0.6,0.25,0.79,0.69,0.64,0.81,0.82,1,0.57,0.57,0,0
12-11-2022,2448.88995,7897,104940,1047.45,2070,42099,4763,73.6,517,143497,981,0,0,0,28,271,0,1031.17,2385,24139,837.708651,26093,656657,258.77133,7004,22904,0,0,0,0,0,0,0,0,0,0,0,0,414892,3931,8494,8126,101,136,0,0,0,169449,3919,0,121338,1042,0,0,0,1441520,16200888,3.74,43877347,1.5,0,0,0,0,0,0,0,7799186,8578269,24690554,2809338,10608524,0,0,0,0,0,48888,0.6,0.25,0.79,0.69,0.64,0.81,0.82,1,0.57,0.57,0,0
13-11-2022,2694.07916,8468,116035,1043.55,1998,41435,4747,86.25,580,154844,804,0,0,0,35.4,362,0,1060.5,2452,29266,815.418312,26843,821696,245.23567,7042,22838,0,0,0,0,0,0,0,0,0,0,0,0,1074226,7678,11545,11238,173,2191,0,0,0,349699,8453,0,1581,19,36,0,0,1420074,15757414,3.7,39085871,1.25,0,0,0,0,0,0,0,7064614,7535062,21753597,2732598,9797212,0,0,0,0,0,42822,0.6,0.25,0.79,0.69,0.64,0.81,0.82,1,0.57,0.57,0,0
14-11-2022,2501.64736,7538,102798,1045.67,2002,45074,4739,46,564,147462,992,0,0,0,22.8,267,0,1103.92,2604,22160,991.831723,31671,907680,190.93139,5778,19384,0,0,0,0,0,0,0,0,0,0,0,0,1488752,13887,20652,222307,2225,543,0,0,0,599367,44296,3,471701,1755,543,57440,5821,1952473,19021094,3.7,48048991,1.5,0,0,0,0,0,0,0,8388319,9363732,25915671,4381269,12769588,0,0,0,0,0,48604,0.6,0.25,0.79,0.69,0.64,0.81,0.82,1,0.57,0.57,0,0
15-11-2022,2043.85423,6355,79727,1036.69,2029,52240,4895,58.65,681,187654,749,0,0,0,24.8,263,0,1071.73,2538,20081,1106.564574,35611,803203,157.48475,4357,15524,0,0,0,0,0,0,0,0,0,0,0,0,1244920,11450,27460,69477,1788,457,0,0,0,165954,9530,0,384272,1933,364,202105,9044,1959431,19052696,3.64,48141311,1.5,0,0,0,0,0,0,0,8532138,9462581,25594858,4551734,13083872,0,0,0,0,0,51655,0.6,0.25,0.79,0.69,0.64,0.81,0.82,1,0.57,0.57,0,0
16-11-2022,1900.78908,6103,81140,1047.05,1958,45689,4778,47.15,696,182580,583,0,0,0,26.2,239,0,1006.57,2452,23028,1067.180512,30182,750633,149.77856,4096,14579,0,0,0,0,0,0,0,0,0,0,0,0,1361060,11314,19323,307435,5645,2070,0,19,3,426298,27944,0,480391,2719,377,81320,4321,1582471,16208004,3.69,39293725,1.5,0,0,0,0,0,0,0,6930183,7792514,20772880,3798148,10728331,0,0,0,0,0,42411,0.6,0.25,0.79,0.69,0.64,0.81,0.82,1,0.57,0.57,0,0
17-11-2022,1862.52853,5844,75327,1048.2,1849,47169,4759,57.5,566,165259,558,0,0,0,25.6,219,0,1066.02,2582,26508,1055.010528,31535,625212,195.56617,5199,20177,0,0,0,0,0,0,0,0,0,0,0,0,1153415,10112,22160,126290,2332,1268,0,0,0,390213,20679,0,374932,2124,541,105511,4713,1835979,17891789,3.67,42046761,1.25,1,TWCPixelRetargeting_BasisDSP,0,0,0,0,0,7224983,8148353,22681201,3992224,11217207,0,0,0,0,0,44592,0.6,0.25,0.79,0.69,0.64,0.81,0.82,1,0.57,0.57,392.6099242,55922
18-11-2022,1861.74857,5722,78162,1062.64,1936,48780,5027,54.05,500,161611,572,0,0,0,31.6,274,0,1115.27,2644,26465,1100.090663,25855,658496,220.1588,6089,23438,0,0,0,0,0,0,0,0,0,0,0,0,2482300,47464,60955,305114,4055,953,0,3,0,476265,166625,0,659915,4767,396,2729624,166260,1790828,18133437,3.74,42019016,1.5,1,TWCPixelRetargeting_BasisDSP,0,0,0,0,0,7669593,8005976,22500107,3843340,11512933,0,0,0,0,0,48190,0.6,0.25,0.79,0.69,0.64,0.81,0.82,1,0.57,0.57,592.7130647,81738
19-11-2022,1865.97499,5705,75886,1052.92,2018,48201,4905,59.8,507,170903,458,0,0,0,32.4,326,0,1010.89,2469,25475,1163.2935,31944,784026,179.99739,5701,21865,0,0,0,0,0,0,0,0,0,0,0,0,881053,7461,26952,7279,111,16,0,0,0,133066,20683,0,178182,698,0,50782,5148,1380749,15768914,3.86,38943286,1.5,1,TWCPixelRetargeting_BasisDSP,0,0,0,0,0,7013739,7674690,21590728,2664129,9677868,0,0,0,0,0,44914,0.6,0.25,0.79,0.69,0.64,0.81,0.82,1,0.57,0.57,625.0105152,82775
20-11-2022,1951.83632,5899,86512,1057.43,1946,47822,4840,55.2,551,185798,411,0,0,0,37.6,342,0,1066.76,2617,34214,1106.957959,28651,844694,186.79892,5186,19571,0,0,0,0,0,0,0,0,0,0,0,0,320199,2357,3053,232235,4871,435,0,0,0,0,19701,0,9085,126,169,16586,1437,1308485,15366419,3.73,36561176,1.25,1,TWCPixelRetargeting_BasisDSP,0,0,0,0,0,6382002,7203176,20299604,2676394,9058396,0,0,0,0,0,43192,0.6,0.25,0.79,0.69,0.64,0.81,0.82,1,0.57,0.57,624.9875894,81326
21-11-2022,1308.7583,3786,60140,1046.34,1872,50296,4782,43.7,462,173687,443,0,0,0,38.2,389,0,985.57,2313,27786,955.46864,18708,732980,118.20621,3373,12315,0,0,0,0,0,0,0,0,0,0,0,0,1689953,17633,35229,116880,4064,275,0,7,9,679680,33957,0,257549,1375,136,33472,2080,1218387,14105368,3.75,34972259,1,1,TWCPixelRetargeting_BasisDSP,0,0,0,0,0,5755545,6810906,19156670,3249138,9004683,0,0,0,0,0,38374,0.6,0.25,0.79,0.69,0.64,0.81,0.82,1,0.57,0.57,625.0125724,81656
22-11-2022,1214.92649,3781,56327,1053.21,1777,49007,4566,63.25,495,164334,295,0,0,0,45.4,373,0,962.1,2452,28183,1123.766013,21025,706485,101.89647,1925,6800,0,0,0,0,0,0,0,0,0,0,0,0,1432349,12062,35846,107308,2049,606,0,0,0,260145,14386,0,156709,720,307,10289,693,1126205,12802849,3.84,30976587,1.25,1,TWCPixelRetargeting_BasisDSP,0,0,0,0,0,5390016,6134412,16487124,2965035,8355051,0,0,0,0,0,32729,0.6,0.25,0.79,0.69,0.64,0.81,0.82,1,0.57,0.57,625.0360986,79945
23-11-2022,1243.45405,3835,54613,1048.2,1738,45922,4541,46,523,156497,278,0,0,0,37.6,348,0,1037.67,2534,29880,898.538902,13486,456021,123.29659,1853,6625,0,0,0,0,0,0,0,0,0,0,0,0,773659,8296,6080,1611657,1502,210,0,0,0,558663,19413,0,227405,903,144,29643,1516,1092361,12502749,3.8,30933379,1,1,TWCPixelRetargeting_BasisDSP,0,0,0,0,0,5557281,6103899,16641845,2630354,8187635,0,0,0,0,0,32637,0.6,0.25,0.79,0.69,0.64,0.81,0.82,1,0.57,0.57,624.9693922,74611
24-11-2022,953.769331,3278,42669,1010.62,1712,48961,4345,63.25,493,151582,282,0,0,0,69.6,648,0,1139.68,2814,27297,865.717205,9332,455603,124.24037,2361,8191,0,0,0,0,0,0,0,0,0,0,0,0,353985,2231,1406,17931,339,141,0,0,0,44795,1514,0,92790,460,57,0,0,1104521,12866525,3.83,34230824,1.5,1,TWCPixelRetargeting_BasisDSP,0,0,0,0,0,6167052,6712470,19302126,2049176,8216228,0,0,0,0,0,36145,0.6,0.25,0.79,0.69,0.64,0.81,0.82,1,0.57,0.57,625.0676223,71042
25-11-2022,980.194176,3510,45532,539.64,1815,28417,2517,41.4,419,140024,266,0,0,0,86.8,871,0,900.9,2209,27014,887.26552,14063,386423,121.85021,2504,8438,0,0,0,0,0,0,0,0,0,0,0,0,674054,5951,7857,67737,1196,78,0,0,0,265282,7226,0,238512,1059,88,0,0,1251364,13588868,3.83,35467285,1.5,1,TWCPixelRetargeting_BasisDSP,0,0,0,0,0,6434118,7125420,19403218,2504529,8938647,0,0,0,0,0,37356,0.6,0.25,0.79,0.69,0.64,0.81,0.82,1,0.57,0.57,624.9807978,78814
26-11-2022,987.621599,3604,47135,540.1,1801,28609,2400,77.05,420,149988,360,0,0,0,67.2,791,0,861.43,2103,22865,928.050784,23351,428432,131.11271,2408,8608,0,0,0,0,0,0,0,0,0,0,0,0,199100,831,401,0,0,0,0,0,0,222529,4523,0,116635,466,74,0,0,1255359,13539936,3.98,37251063,1.5,1,TWCPixelRetargeting_BasisDSP,0,0,0,0,0,6513346,7484121,20831861,2421735,8935081,0,0,0,0,0,42300,0.6,0.25,0.79,0.69,0.64,0.81,0.82,1,0.57,0.57,624.9799923,78071
27-11-2022,1028.165002,3894,44481,538.12,1688,28005,2392,87.4,490,174060,256,0,0,0,54.6,653,0,666.29,1685,29896,941.545807,26348,458108,113.12344,2384,8161,0,0,0,0,0,0,0,0,0,0,0,0,660410,10176,5513,0,0,0,0,0,0,585107,17215,0,36483,152,50,44921,1052,1418812,14519731,3.9,40048370,1.5,1,TWCPixelRetargeting_BasisDSP,0,0,0,0,0,7060148,8057440,22066756,2864026,9924174,0,0,0,0,0,43767,0.6,0.25,0.79,0.69,0.64,0.81,0.82,1,0.57,0.57,625.0020754,77283
28-11-2022,1021.711659,3697,46261,532.19,1693,33375,2530,67.85,381,161080,253,0,0,0,51.2,569,0,768.66,1895,37289,813.005063,18426,389700,80.76146,1462,5223,0,0,0,0,0,0,0,0,0,0,0,0,1677409,18238,36197,161770,1900,560,0,71,0,873107,37819,0,423181,3065,545,1372830,34280,1595341,16041883,3.89,36812591,1.25,1,TWCPixelRetargeting_BasisDSP,0,0,0,0,0,6848160,7181103,19107583,3675745,10523905,0,0,0,0,0,39301,0.6,0.25,0.79,0.69,0.64,0.81,0.82,1,0.57,0.57,624.9722651,78918
29-11-2022,1174.7982,4647,56766,539.3,1750,36595,2630,135.7,368,158437,315,0,0,0,32.6,362,0,1014.05,2038,20327,264.882345,4402,124552,76.50401,1970,6745,0,0,0,0,0,0,0,0,0,0,0,0,1057943,9317,11623,106387,3422,92,0,162,0,247905,24665,0,620831,3386,179,125469,6870,2164026,19782538,3.7,51057366,1.5,1,TWCPixelRetargeting_BasisDSP,0,0,0,0,0,8857985,9955234,27699881,4544266,13402251,0,0,0,0,0,53866,0.6,0.25,0.79,0.69,0.64,0.81,0.82,1,0.57,0.57,625.0840606,80163
30-11-2022,1038.099221,4137,51910,544.99,1837,31481,2505,190.9,464,186331,330,0,0,0,29.6,303,0,881.52,2046,17276,0,0,0,134.7375,2834,9164,0,0,0,0,0,0,0,0,0,0,0,0,1023371,12840,14505,174073,3456,161,0,0,0,418778,27153,0,326738,1724,111,44338,2341,1977291,19205601,3.62,47872132,1.5,1,TWCPixelRetargeting_BasisDSP,0,0,0,0,0,8470251,9342827,25702133,4356921,12827172,0,0,0,0,0,59175,0.6,0.25,0.79,0.69,0.64,0.81,0.82,1,0.57,0.57,625.1335843,80007
