Date,Preference,US Weather Impact Rating,Net Trust,NPS,EventsCamp/Vend_Campaign_Flag,Visits_Critical_Event_Flag,SEM_Google_Spend,Preload_IronSource_Aura_Spend,Programmatic_Bidease_Spend,Preload_Digital_Turbine_Spend,Programmatic_Tapjoy_Spend,SEM_Apple_Search_Ads_Spend,Programmatic_LiftOff_Spend,Programmatic_IronSource_Sonic_Spend,Programmatic_Persona.ly_Spend,Twitter_TikTok_Combined_Spend,Brand_Spend,Influencer_Spend,SEM_Google_Impressions,Preload_IronSource_Aura_impressions,Programmatic_Bidease_Clicks,Preload_Digital_Turbine_launches,Programmatic_Tapjoy_Clicks,SEM_Apple_Search_Ads_Impressions,Programmatic_LiftOff_Impressions,Programmatic_IronSource_Sonic_Impressions,Programmatic_Persona.ly_Clicks,Twitter_TikTok_Combined_Impressions,Brand_Impressions,Influencer_Daily_Impressions,OrganicSearch_Google_Clicks,SocialEng_Twitter_Total_Engagements,SocialEng_Facebook_Estimated_Clicks,SocialEng_LinkedIn_Impressions,SocialEng_TikTok_Impressions,SocialEng_YouTube_Estimated_Clicks,SocialEng_Instagram_Estimated_Clicks,OrganicSearch_Google_Clicks_Paid_Spend,SocialEng_Facebook_Estimated_Clicks_Paid_Spend,SocialEng_YouTube_Estimated_Clicks_Paid_Spend,SocialEng_Instagram_Estimated_Clicks_Paid_Spend,SocialEng_Twitter_Total_Engagements_Paid_Spend,SocialEng_LinkedIn_Impressions_Paid_Spend,SocialEng_TikTok_Impressions_Paid_Spend,Preference_Paid_Spend,Net_Trust_Paid_Spend,NPS_Paid_Spend,Overall_Web_Visits
11-09-2021,0.31,0.0,0.67,0.76,1,0,0.18669248839554625,0.38728560503987475,0.12243372160832573,0.3177124958999921,0.0,0.07989567122389181,0.0,0.0,0.225616983776087,0.0,0.1057732308917196,0.0,0.07617294504373454,0.27285377305840597,0.0,0.5151515151515151,0.0,0.17535875269472814,0.0,0.0,0.06956992618348676,0.0,0.6874020237842012,0.0,0.005236580025181098,0.03836444060847988,0.01332895429979904,0.0,0.0,0.0,0.0,0.06627627779973227,0.009043784967896344,0.0,0.0,0.04214725921725745,0.0,0.0,0.16452497443524913,0.1478826206269851,0.24974799133504294,9017015
12-09-2021,0.31,0.16666666666666669,0.67,0.76,1,1,0.3466907152497243,0.3035031499217071,0.11555542264156586,0.38317864946896235,0.0,0.13941871642328207,0.0,0.0,0.21537992216798654,0.0,0.10618788414594414,0.0,0.10488691679418635,0.23393631824506836,5.423058192668242e-07,0.33333333333333337,0.0,0.20042516821636217,0.0,0.0,0.06119075441046541,0.0,0.7299509853281703,0.0,0.07489758944845637,0.03450210378681627,0.036065243263984186,0.0024645339710614505,0.0,0.0,0.0,0.14063550160436827,0.02952989357566054,0.0,0.0,0.04574092179792086,0.00422180669905547,0.0,0.20202393076920735,0.18232939775460533,0.3013844708838929,11631897
13-09-2021,0.31,0.49999999999999994,0.67,0.76,1,1,0.4683468600546919,0.2862787225519828,0.10283056955306011,0.4410361124072012,0.0,0.17104710679954627,0.0,0.0,0.16527454826399696,0.0,0.10206694640880937,0.0,0.11931514052355494,0.2120443197630723,0.0,0.5606060606060607,0.0,0.1902532500054439,0.0,0.0,0.05734317553509847,0.0,0.6728271151889476,0.0,0.2013927394652817,0.1547739777753803,0.0732588464064827,0.04711865179413632,0.0,0.0,0.0,0.2676447104920546,0.06578218721506052,0.0,0.0,0.22502589488512278,0.08851800334708941,0.0,0.22318154472851023,0.20176491500254368,0.3305187404028196,16201929
14-09-2021,0.31,0.6666666666666667,0.67,0.76,1,1,0.40529165751206503,0.3395421385480014,0.0973279303796522,0.40767706259268327,0.0,0.16834393892673263,0.0,0.0,0.3655710928228381,0.0,0.09939907973324541,0.0,0.1144910389863916,0.2178484526033024,5.423058192668242e-07,0.3787878787878788,0.0,0.19389521590488426,0.0,0.0,0.12691310171858522,0.0,0.6283911712021971,0.0,0.1594775309616922,0.07616787139928795,0.3179048275592958,0.02117500470464749,0.0,0.0,0.0,0.21965576094225336,0.27293107292697216,0.0,0.0,0.10588001588215867,0.038033815459747135,0.0,0.21264667087509107,0.19208751362463666,0.3160121020463496,16026369
15-09-2021,0.31,0.4166666666666667,0.67,0.76,1,0,0.35881300889617684,0.329716082201425,0.10420622934641208,0.3744750835015684,0.0,0.19857040760624659,0.0,0.0,0.3699890051994813,0.0,0.09502846206054144,0.0,0.09696219749494643,0.22624212163378898,5.423058192668242e-07,0.5,0.0,0.1827433965551031,0.0,0.0,0.11958845156325704,0.0,0.5927551870170206,0.0,0.11659849082277424,0.05767612471679793,0.14746395426728146,0.03220228932237881,0.0,0.0,0.0,0.17943416960175035,0.12403561984083931,0.0,0.0,0.0785494118461653,0.056667990636137915,0.0,0.20799399115479136,0.18781353277183555,0.30960531037233596,14930156
16-09-2021,0.31,0.24999999999999994,0.67,0.76,1,0,0.40888749181419853,0.3690567228675819,0.11177235820984795,0.3500921635568203,0.0,0.20230836309138955,0.0,0.0,0.3854204607534531,0.0,0.0951635747732344,0.0,0.1142765382653543,0.23497064448198116,0.0,0.5757575757575758,0.0,0.17368475491583737,0.0,0.0,0.12979166072904494,0.0,0.5765808815570456,0.0,0.11676013858038406,0.051850253533282986,0.33533424816113105,0.02407026230309151,0.0,0.0,0.0,0.18801180394467026,0.29379240350218433,0.0,0.0,0.07355290923977295,0.04411984665513364,0.0,0.21734789037253735,0.196406083422002,0.3224857335328533,13752216
17-09-2021,0.31,0.16666666666666669,0.67,0.76,1,0,0.5343500088945954,0.3019858465945644,0.09801576027632819,0.3699338917043559,0.0,0.2126119299286319,0.0,0.0,0.3817879550215465,0.0,0.10390759594777,0.0,0.14391699569896535,0.23115331096013753,0.0,0.5151515151515151,0.0,0.1873516538553666,0.0,0.0,0.14247442072562486,0.0,0.5546145469444728,0.0,0.11048688451377786,0.03922753263566728,0.1177981699108368,0.026100566077212325,0.0,0.0,0.0,0.2078934235541876,0.1158572918710293,0.0,0.0,0.06246865295960642,0.05370630524881899,0.0,0.2460581648565044,0.22277952212825258,0.3620201005171076,13390785
18-09-2021,0.31,0.16666666666666669,0.67,0.76,1,0,0.5844902201996601,0.34693747496449506,0.08804222677452637,0.3951345033562318,0.0,0.19894236447010163,0.0,0.0,0.3623491405643165,0.0,0.11342790582016835,0.0,0.15387966863771183,0.2476132363993541,0.0,0.6363636363636364,0.0,0.21262221544759707,0.0,0.0,0.1429589306580785,0.0,0.6797363189800721,0.0,0.06064910106599447,0.012967957708490668,0.03799678726351593,9.55540204573268e-05,0.0,0.0,0.0,0.1705883988911418,0.03954379412299368,0.0,0.0,0.021851908027078062,0.0002080515443288691,0.0,0.26134557510437456,0.2368226333278569,0.3830710342974745,11853764
19-09-2021,0.31,0.08333333333333331,0.67,0.76,1,0,0.5331532107682262,0.27607940958692934,0.10351839944973608,0.43186133426959805,0.0,0.19670610193125188,0.0,0.0,0.4467803548734973,0.0,0.10113151722202736,0.0,0.13689750880043325,0.22693415285704718,5.423058192668242e-07,0.36363636363636365,0.0,0.32171787557433096,0.0,0.0,0.19197993558867957,0.0,0.6823994647094959,0.0,0.048201489801512704,0.012083288380623584,0.12941344796862703,0.00020367324849772717,0.0,0.0,0.0,0.14402764139412416,0.12436986534973817,0.0,0.0,0.018802137126715746,0.00040950599690791793,0.0,0.24004473700343515,0.21725554948264286,0.35373954354405124,11225896
20-09-2021,0.31,0.08333333333333331,0.67,0.76,1,0,0.5423983438858184,0.3247696733549397,0.10042316491469415,0.4564013249377492,0.0,0.22572687575224054,0.0,0.0,0.20078742371180147,0.0,0.09922522658424553,0.0,0.12335444492723505,0.24211419259303354,0.0,0.696969696969697,0.0,0.25555549506783093,0.0,0.0,0.15185111294781542,0.0,0.6650629004078035,0.0,0.1167439921528362,0.037781853490128386,0.0420419736867777,0.022689842753732453,0.0,0.0,0.0,0.21385259587437078,0.041338311189589895,0.0,0.0,0.060150496037957024,0.04667578602802685,0.0,0.24598843998476655,0.22271547242255907,0.3619240885939631,15427780
21-09-2021,0.31,0.08333333333333331,0.67,0.76,1,0,0.5552442080395044,0.29965830329072746,0.10351839944973608,0.4600786277562447,0.0,0.29948947865452896,0.0,0.0,0.1104835097181131,0.0,0.10223383498499002,0.0,0.13017556785622075,0.2506492443465514,0.0,0.3939393939393939,0.0,0.2782320405896827,0.0,0.0,0.08989084276227663,0.0,0.6245981398694703,0.0,0.12721109729286795,0.0661991584852735,0.0009625202421909042,0.02478764799184606,0.0,0.0,0.0,0.24466314271162842,0.001025766568287351,0.0,0.0,0.11422928461825704,0.05526682413267143,0.0,0.26802689813096875,0.2429601386804075,0.3922712903459228,15742151
22-09-2021,0.31,0.08333333333333331,0.67,0.76,1,0,0.6130286809097835,0.30951774031050094,0.1138358478998759,0.4668003307724646,0.0,0.372550065725441,0.0,0.0,0.13991840874471762,0.0,0.0978041055004829,0.0,0.13676802120920156,0.2435726669990401,0.0,0.5606060606060607,0.0,0.2885346122857827,0.0,0.0,0.10952774531877903,0.0,0.5936268811483085,0.0,0.15016232664149537,0.09535009170352789,0.06394906446934567,0.01608434234872367,0.0,0.0,0.0,0.2918280203762575,0.07357256199488456,0.0,0.0,0.177618876477467,0.03871466560669929,0.0,0.29068860957182924,0.263777329334507,0.4234767188100277,16761010
23-09-2021,0.31,0.08333333333333331,0.67,0.76,1,0,0.5069663505669436,0.3101914229877523,0.10558188913976406,0.41029182816462856,0.0,0.30675680441429004,0.0,0.0,0.21874467563464206,0.0,0.09891042789281661,0.0,0.12055097954017342,0.23318475745421804,0.0,0.42424242424242425,0.0,0.3339394203340374,0.0,0.0,0.14934306153276142,0.0,0.5582790783676659,0.0,0.15682896639744942,0.04466501240694789,0.11589914348705475,0.027066625990459794,0.0,0.0,0.0,0.26665077594941067,0.11983785871952297,0.0,0.0,0.07477692332283419,0.058551558002295966,0.0,0.25954655592514575,0.23517004299538702,0.380593764897523,15205775
24-09-2021,0.31,0.0,0.67,0.76,1,0,0.3729341700285694,0.3577710207202942,0.08047609791109052,0.40000831550888605,0.0,0.25184885770961984,0.0,0.0,0.15393077729285862,0.0,0.10350365072425502,0.0,0.08814838254648959,0.2209588725099898,0.0,0.48484848484848486,0.0,0.28744038934738586,0.0,0.0,0.10761820617322655,0.0,0.5811941673354819,0.0,0.11426404766718984,0.060006473190203906,0.11564875815378212,0.027081821125211417,0.0,0.09523809523809523,0.0,0.1980208110701011,0.10720368582632363,0.10054953265294428,0.0,0.09006440109593944,0.05252150096377154,0.0,0.23094271085993184,0.2088943710225613,0.34120595240550305,12621768
25-09-2021,0.31,0.08333333333333331,0.67,0.76,1,0,0.3179575338101934,0.40623065438257894,0.07153430925430268,0.3936885287554917,0.0,0.2222683400505608,0.0,0.0,0.13941860451624888,0.0,0.11008978606791432,0.0,0.08012920421413233,0.23872844843623267,5.423058192668242e-07,0.33333333333333337,0.0,0.3398351588528624,0.0,0.0,0.08541625103314618,0.0,0.6415603265367408,0.0,0.024803481463350735,0.023713453446973783,0.10033623173325182,0.0,0.0,0.0,0.0,0.11253841614442638,0.09013723908131366,0.0,0.0,0.034492731698154866,0.0,0.0,0.22329112829873402,0.2018655791593466,0.33066963819667705,10134146
26-09-2021,0.31,0.0,0.67,0.76,1,0,0.31429834970677706,0.3343377881359018,0.09973533501801816,0.3743595903225955,0.0,0.1891307211351376,0.0,0.0,0.1336262305113167,0.0,0.10871419587895738,0.0,0.08282089307867177,0.2265323282758005,0.0,0.5303030303030303,0.0,0.32839209110903034,0.0,0.0,0.0827371961125203,0.0,0.6735047684985749,0.0,0.017139249359922587,0.017391304347826087,0.05256140944180329,0.0008819022438538602,0.0,0.0,0.0,0.0995678686096503,0.04494095663340145,0.0,0.0,0.0240765239091414,0.0015775614239720165,0.0,0.21170771335105762,0.19122498133774757,0.3147191471023453,9780828
27-09-2021,0.31,0.0,0.67,0.76,1,0,0.34365088616250705,0.3324320551570105,0.07669303347937258,0.392057765068395,0.0,0.21448799112849723,0.0,0.0,0.11393751393985231,0.0,0.06657992323721662,0.0,0.08657800112091385,0.24230022249175887,0.0,0.4090909090909091,0.0,0.3525983711865514,0.0,0.0,0.08322170604497392,0.0,0.40830121332117053,0.0,0.055274725960262894,0.042723055345776244,0.1263925651814806,0.019873775184474782,0.0,0.0,0.0,0.10788099579294487,0.09160582058626804,0.0,0.0,0.05013605572910928,0.030135085913398748,0.0,0.17689207170685883,0.15924311396010105,0.26677762169747027,10913505
28-09-2021,0.31,0.08333333333333331,0.67,0.76,1,0,0.68299184420695,0.39723911486593105,0.09010571646455434,0.4566461704771716,0.0,0.2994216583187369,0.0,0.0,0.12450480334176248,0.0,0.06564344936451173,0.0,0.1476626899413724,0.2534322516314822,0.0,0.6818181818181819,0.0,0.3589595627463363,0.0,0.0,0.08515974577478838,0.0,0.41471568253014934,0.0,0.11439340256970393,0.059725968281367996,0.03174690920442499,0.021515726380039672,0.0,0.0,0.0,0.21519426246998463,0.03169419050911698,0.0,0.0,0.09654454337751785,0.04493913893204239,0.0,0.25001850788368124,0.22641751814049216,0.3674735368716564,13545559
29-09-2021,0.31,0.08333333333333331,0.67,0.76,1,0,0.6892292561329472,0.40934416080987585,0.10111099481137015,0.396303294327437,0.0,0.27681307117910026,0.0,0.0,0.19984136570791425,0.0,0.05452268065825573,0.0,0.16163003230498932,0.24954794734609748,0.0,0.15151515151515152,0.0,0.3697983581212029,0.0,0.0,0.11346082594693191,0.0,0.3569902262611313,0.0,0.07645241702846284,0.05573416765562628,0.05164116204808699,0.020788113196740763,0.0,0.0,0.0,0.16584095584033237,0.04841229827884471,0.0,0.0,0.08459944873424018,0.04077230713075057,0.0,0.23374902231640754,0.21147226637599448,0.3450702744639488,11834291
30-09-2021,0.31,0.08333333333333331,0.67,0.76,1,0,0.7706264689354716,0.21698954881468263,0.0921692061545823,0.48912285240433695,0.0,0.31409677328927726,0.0,0.0,0.1748600793599864,0.0,0.059397533403071495,0.0,0.19349657428573228,0.1601643016065542,0.0,0.4393939393939394,0.0,0.42615356139625027,0.0,0.0,0.08846581354917775,0.0,0.3980180428172821,0.0,0.09516025512823381,0.04388822958247923,0.14562345947984887,0.028834229261855422,0.0,0.0,1.0,0.20175584613721365,0.1489207978134506,0.0,1.0,0.07267054070625992,0.06169115158911084,0.0,0.2565150045216014,0.23238524080999268,0.376419284929166,12772182
01-10-2021,0.26,0.08333333333333331,0.68,0.84,1,0,0.30860176683539076,0.28758056880667127,0.10076707986303214,0.4616308560816398,0.0,0.22900214583542444,0.0,0.0,0.1615974171545485,0.0,0.06271911229487986,0.0,0.0795624500154283,0.22857865716177905,0.0,0.4393939393939394,0.0,0.28890479716046424,0.0,0.0,0.08906432581867928,0.0,0.47002704853582594,0.0,0.08951836307517519,0.043154601359369944,0.064339275378342,0.025167526360636655,0.0,0.0,0.0,0.12838740242549385,0.04549822582379515,0.0,0.0,0.04941191949030553,0.03723482771512626,0.0,0.14169589795289933,0.15751036870186352,0.287694689628062,12472307
02-10-2021,0.26,0.08333333333333331,0.68,0.84,1,0,0.08204498885621526,0.3433171892259325,0.14238078861192938,0.5235582986468819,0.0,0.1325818237280145,0.0,0.0,0.23559521819444476,0.0,0.0618460160348299,0.0,0.02282759967002311,0.26433360369678616,0.0,0.6515151515151515,0.0,0.24053578816714938,0.0,0.0,0.10927124006042123,0.0,0.47744230761210027,0.0,0.07169600974069937,0.01132808285683461,0.005729596847095855,0.0,0.0,0.0,0.0,0.07609448012415215,0.002890862490823569,0.0,0.0,0.009254353947174393,0.0,0.0,0.09627171099771714,0.10701645505539069,0.20526595232999756,12761817
03-10-2021,0.26,0.08333333333333331,0.68,0.84,1,0,0.06416413506842915,0.2705503562628212,0.14581993809530933,0.5530783551923424,0.0,0.1073824997611217,0.0,0.0,0.4840693203474675,0.0,0.052377766344255255,0.0,0.020967150296916228,0.2450237002090976,0.0,0.3787878787878788,0.0,0.21571979182544695,0.0,0.0,0.14233191780431498,0.0,0.45040668135974754,0.0,0.08760556185714741,0.017779695760060416,0.00020811248479803333,0.010490779475347062,0.0,0.0,0.0,0.06954727456310303,9.091734574841083e-05,0.0,0.0,0.012576484455977947,0.009588416524000014,0.0,0.08109773339194258,0.09014893212855309,0.17773058191011135,13029064
04-10-2021,0.26,0.08333333333333331,0.68,0.84,1,0,0.06332106999510703,0.3795898425646067,0.1189945721249458,0.500833860752184,0.0,0.10239996575826601,0.0,0.0,0.4786607245893952,0.0,0.02570876293340238,0.0,0.022070746667170446,0.3725360339913831,0.0,0.8333333333333334,0.0,0.21154160224723995,0.0,0.0,0.14412745461281956,0.0,0.20920559846499212,0.0,0.13661896008933377,0.06326464559283633,0.06649844240812158,0.018370625700583378,0.0,0.0,0.0,0.0625482048221642,0.021922414893601205,0.0,0.0,0.03376947575857951,0.012670431003885575,0.0,0.05706462988884822,0.06343352929395055,0.1341190500830623,14868360
05-10-2021,0.26,0.16666666666666669,0.68,0.84,1,0,0.05224657645929537,0.3200144447276744,0.1358464045935075,0.4871687078161164,0.0,0.125054067878812,0.0,0.0,0.3111459823727974,0.0,0.04134570888428411,0.0,0.018002317394945812,0.2659185784339259,5.423058192668242e-07,0.30303030303030304,0.0,0.20164460074472487,0.0,0.0,0.08196768033744692,0.0,0.2962693516990886,0.0,0.11882156032470464,0.049606214262595746,0.0473228279885278,0.024302280322183612,0.0,0.0,0.0,0.07315006253518903,0.01877916671532388,0.0,0.0,0.03187337348119626,0.020176376505820298,0.0,0.07212209079091735,0.08017153125916743,0.16144298414262245,14504307
06-10-2021,0.26,0.16666666666666669,0.68,0.84,1,0,0.05331943972507805,0.30224075355352437,0.1303437654200996,0.45715896019181107,0.0,0.13173482308990053,0.0,0.0,0.284656358263955,0.0,0.04020534714229644,0.0,0.018817813714192153,0.23924933215266359,0.0,0.4090909090909091,0.0,0.19656816845589356,0.0,0.0,0.08912132698720324,0.0,0.27724342073511876,0.0,0.10266926134864504,0.05221706764483763,0.04172980495958065,0.019023432066643524,0.0,0.05952380952380952,0.0,0.06629436880098487,0.01645269624118608,0.02672895961094805,0.0,0.033334160608669935,0.015691704336380043,0.0,0.07154731284715928,0.07953260319455173,0.1603999666819577,13255687
07-10-2021,0.26,0.08333333333333331,0.68,0.84,1,0,0.05638535795218124,0.3220415619727371,0.11452367779655188,0.490518010006329,0.0,0.09701894960466773,0.0,0.0,0.2719113504380026,0.0,0.04098459578360736,0.0,0.018716663832895674,0.2905638194170567,0.0,0.4090909090909091,0.0,0.17237549811641226,0.0,0.0,0.08139766865220736,0.0,0.2977759982427091,0.0,0.11660601359015449,0.04869996763404898,0.10622516470152117,0.023868050125242977,0.0,0.0,0.0,0.0655879702837541,0.039201617667576696,0.0,0.0,0.029099904754315693,0.018428247515131693,0.0,0.06589213254121648,0.07324625653290975,0.15013782655225824,14086740
08-10-2021,0.26,0.16666666666666669,0.68,0.84,1,0,0.053994128537860786,0.32620200769576246,0.11074061336483396,0.4786730295708736,0.0,0.07719883324908541,0.0,0.0,0.2797297165833348,0.0,0.038594615563530436,0.0,0.018564348641993966,0.2958470685408559,5.423058192668242e-07,0.33333333333333337,0.0,0.15242906604533676,0.0,0.0,0.078091600877818,0.0,0.2967762014195367,0.0,0.12517719786823117,0.06483978854245334,0.09258078991695011,0.02536886189609567,0.0,0.047619047619047616,0.0,0.0613096322671403,0.03143078322424046,0.018412622041317956,0.0,0.03564201352094711,0.01801879837136359,0.0,0.05926791761671704,0.06588272272429437,0.1381172333745263,14671920
